spDensity,spConductivity,spSpecificHeatCapacity,thetaS,thetaR,meltingT,alpha,n,alphaSpecificStorage,betaSpecificStorage
# 
2500,2.5,1000,0.38,0.068,273.15,0.8,1.09,0.0,0.0
