spDensity,spConductivity,spSpecificHeatCapacity,thetaS,thetaR,meltingT,alpha,n,alphaSpecificStorage,betaSpecificStorage,Ks
# 
2500,2.5,1000,0.41,0.065,273.15,1.89,7.5,0.0,0.0,1.2278e-05
